;date;label;keywords
31;2000-09-20 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
32;2000-09-20 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
33;2000-09-20 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
34;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
35;2000-09-20 00:00:00;empleo;[reforma laboral, negociación colectiva, mercado laboral, diálogo social, agentes sociales, seguridad social, flexibilidad interna, contrato, despido, contratos indefinidos, relaciones laborales, contratación indefinida, huelga general, contratos, crecimiento económico, contrato indefinido, gobiernos socialistas, datos, paro, trabajadores]
36;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
37;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
38;2000-09-20 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
39;2000-09-20 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
40;2000-09-20 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
41;2000-09-20 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
42;2000-09-20 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
43;2000-09-20 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
44;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
45;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
46;2000-09-20 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
47;2000-09-20 00:00:00;educación;[sistema educativo, educación, comunidad educativa, formación profesional, fracaso escolar, educación infantil, política educativa, becas, reforma educativa, abandono escolar temprano, conferencia sectorial, formación, calidad, educación pública, alumnos, enseñanza, administraciones educativas, centros, abandono escolar, resultados]
48;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
49;2000-09-20 00:00:00;vivienda;[vivienda, vivienda protegida, viviendas, viviendas protegidas, protección oficial, suelo, vivienda libre, precio, alquiler, suelo público, metros cuadrados, familias españolas, vivienda digna, sociedad pública, familias, acceso, jóvenes, conferencia sectorial, código técnico, ayudas]
50;2000-09-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
51;2000-09-27 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
52;2000-09-27 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
53;2000-09-27 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
54;2000-09-27 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
55;2000-09-27 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
56;2000-09-27 00:00:00;inseguridad ciudadana;[seguridad ciudadana, policía, seguridad, guardia civil, inseguridad ciudadana, policía nacional, cuerpo nacional, policía judicial, interior, seguridad pública, policías, guardias civiles, efectivos policiales, juicios rápidos, delincuencia, infracciones penales, datos, incremento, derechos fundamentales, código penal]
57;2000-09-27 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
58;2000-09-27 00:00:00;empleo;[reforma laboral, negociación colectiva, mercado laboral, diálogo social, agentes sociales, seguridad social, flexibilidad interna, contrato, despido, contratos indefinidos, relaciones laborales, contratación indefinida, huelga general, contratos, crecimiento económico, contrato indefinido, gobiernos socialistas, datos, paro, trabajadores]
59;2000-09-27 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
60;2000-09-27 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
61;2000-09-27 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
62;2000-09-27 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
63;2000-09-27 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
64;2000-09-27 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
65;2000-09-27 00:00:00;corrupción;[agencia tributaria, fraude fiscal, amnistía fiscal, fraude, hacienda pública, agencia, reforma fiscal, reforma tributaria, hacienda, ley general tributaria, paraísos fiscales, administración tributaria, personas físicas, política fiscal, recaudación tributaria, administraciones públicas, sistema tributario, obligaciones tributarias, rentas medias, lucha]
66;2000-09-27 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
67;2000-09-27 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
68;2000-09-27 00:00:00;vivienda;[vivienda, vivienda protegida, viviendas, viviendas protegidas, protección oficial, suelo, vivienda libre, precio, alquiler, suelo público, metros cuadrados, familias españolas, vivienda digna, sociedad pública, familias, acceso, jóvenes, conferencia sectorial, código técnico, ayudas]
69;2000-09-27 00:00:00;jóvenes;[jóvenes, paro juvenil, paro, jóvenes españoles, juvenil, desempleo juvenil, garantía juvenil, interlocutores sociales, seguridad social, población activa, mercado laboral, contratos, jóvenes menores, reforma laboral, contratos indefinidos, oportunidades, diálogo social, agentes sociales, desempleo, formación profesional]
70;2000-09-27 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
71;2000-09-27 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
72;2000-09-27 00:00:00;empleo;[reforma laboral, negociación colectiva, mercado laboral, diálogo social, agentes sociales, seguridad social, flexibilidad interna, contrato, despido, contratos indefinidos, relaciones laborales, contratación indefinida, huelga general, contratos, crecimiento económico, contrato indefinido, gobiernos socialistas, datos, paro, trabajadores]
73;2000-09-27 00:00:00;vivienda;[vivienda, vivienda protegida, viviendas, viviendas protegidas, protección oficial, suelo, vivienda libre, precio, alquiler, suelo público, metros cuadrados, familias españolas, vivienda digna, sociedad pública, familias, acceso, jóvenes, conferencia sectorial, código técnico, ayudas]
74;2000-09-27 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
75;2000-09-27 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
76;2000-10-04 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
77;2000-10-04 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
78;2000-10-04 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
79;2000-10-04 00:00:00;inseguridad ciudadana;[seguridad ciudadana, policía, seguridad, guardia civil, inseguridad ciudadana, policía nacional, cuerpo nacional, policía judicial, interior, seguridad pública, policías, guardias civiles, efectivos policiales, juicios rápidos, delincuencia, infracciones penales, datos, incremento, derechos fundamentales, código penal]
80;2000-10-04 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
81;2000-10-04 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
82;2000-10-04 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
83;2000-10-04 00:00:00;salud;[sistema nacional, sanidad, sanidad pública, consejo interterritorial, sistema sanitario, asistencia sanitaria, profesionales sanitarios, salud, gasto farmacéutico, atención primaria, profesionales, atención sanitaria, servicios sanitarios, ley general, medicamentos, consumo, copago, atención, política farmacéutica, copago sanitario]
84;2000-10-04 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
85;2000-10-04 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
86;2000-10-04 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
87;2000-10-04 00:00:00;empleo;[reforma laboral, negociación colectiva, mercado laboral, diálogo social, agentes sociales, seguridad social, flexibilidad interna, contrato, despido, contratos indefinidos, relaciones laborales, contratación indefinida, huelga general, contratos, crecimiento económico, contrato indefinido, gobiernos socialistas, datos, paro, trabajadores]
88;2000-10-04 00:00:00;corrupción;[agencia tributaria, fraude fiscal, amnistía fiscal, fraude, hacienda pública, agencia, reforma fiscal, reforma tributaria, hacienda, ley general tributaria, paraísos fiscales, administración tributaria, personas físicas, política fiscal, recaudación tributaria, administraciones públicas, sistema tributario, obligaciones tributarias, rentas medias, lucha]
89;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
90;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
91;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
92;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
93;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
94;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
95;2000-10-04 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
96;2000-10-04 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
97;2000-10-04 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
98;2000-10-18 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
99;2000-10-18 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
100;2000-10-18 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
